Scientific name,Family,Svenskt namn,Dyntaxa ID number,Establishment,Red-listed,Time of immigration,Index of invasive concern,Biodiversity relevance,Nectar production,Heat requirement,Cold requirement,Temp. optimum,Continentality,Light,Moisture,Soil reaction (pH),Nitrogen (N),Phosphorus (P),Salinity,Grazing/mowing,Soil disturbance,Longevity,Pollinator dependence,Phenology,Extreme phenology,Seed dormancy,Seed bank,Seed disperser,Nitrogen fixation,Photosynthetic pathway,Mycorrhiza,Carnivory,Parasitism,Unnamed: 34,1 Siliceous rock,2 Ultrabasic rock,3 Calcareous rock,4 Dry heath,5. Dry meadow,6 Steppic meadow,7 Sand steppe,8 Moist heath,9 Moist meadow,10 Moist calcareous meadow,11 Raised bog,12 Poor/acidic fen,13 Intermediate-rich fen,14 Rich/calcareous fen,15 Tall herb/sedge/reed meadow,16 Oligotrophic water & shores,17 Mesotrophic water & shores,18 Eutrophic water & shores,19 sandy/stony/rocky sea shores,20 Sea shore meadows,21 Base-poor wasteland,22 Base-rich wasteland,23. Arable land,24 Gravelly ground,25 Ruderal,"26 Hedgerows, thickets, wood-margins and groves",27 Heath-type deciduous forest,28 Intermediate deciduous forest,29 Herb-rich deciduous forest,30 Alnus glutinosa swamp,31 Fraxinus/Ulmus/Alnus incana swamp,32 Pinus/Betula swamp,33 Picea swamp,34 Heath-type coniferous forest,35 Vaccinium-type coniferous forest,36 Herb-rich coniferous forest,37 Cacareous conifer forest,38 Subalpine Betula forest,taxonKey
Muscari latifolium J.Kirk,Asparagaceae,bredbladig pärlhyacint,235023.0,Non-resident,Not Red-listed,,,1.0,4.0,11.0,5.0,7.0,6.0,5.0,4.0,6.0,6.0,4.0,1.0,4.0,6.0,4.0,1a,5.0,4.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2772082
Myosotis arvensis (L.) Hill,Boraginaceae,åkerförgätmigej,220257.0,Resident,Not Red-listed,0.0,0,3.0,4.0,3.0,3.0,9.0,4.0,5.0,5.0,6.0,6.0,3.0,1.0,3.0,8.0,1.0,0c,6.0,3.0,,3.0,Adh,0.0,C3,AM,0.0,0.0,,0,2,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5341170
Myosotis decumbens Host,Boraginaceae,fjällförgätmigej,221541.0,Resident,Not Red-listed,0.0,0,1.0,5.0,3.0,13.0,15.0,,5.0,5.0,6.0,6.0,4.0,1.0,5.0,5.0,4.0,0c,,,,,Adh,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,4,7295092
Myosotis discolor Pers.,Boraginaceae,brokförgätmigej,221542.0,Resident,Not Red-listed,0.0,0,2.0,4.0,10.0,2.0,4.0,4.0,6.0,5.0,6.0,6.0,4.0,1.0,4.0,8.0,1.0,1,5.0,4.0,,3.0,Adh,0.0,C3,AM,0.0,0.0,,0,0,0,0,2,0.0,0,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5341177
Myosotis laxa Lehm.,Boraginaceae,sumpförgätmigej,221543.0,Resident,Not Red-listed,0.0,0,2.0,4.0,5.0,3.0,8.0,5.0,5.0,9.0,6.0,6.0,4.0,2.0,5.0,7.0,1.0,0c,9.0,2.0,,4.0,Water,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,2,1,0.0,0.0,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5341182
Myosotis ramosissima Rochel,Boraginaceae,backförgätmigej,221545.0,Resident,Not Red-listed,0.0,0,2.0,4.0,10.0,2.0,4.0,4.0,7.0,3.0,6.0,4.0,3.0,1.0,4.0,8.0,1.0,0c,5.0,4.0,2,3.0,Adh,0.0,C3,AM,0.0,0.0,,0,2,0,0,3,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7589756
Myosotis scorpioides L.,Boraginaceae,äkta förgätmigej,221546.0,Resident,Not Red-listed,0.0,0,3.0,5.0,7.0,4.0,8.0,5.0,5.0,9.0,5.0,7.0,5.0,2.0,4.0,4.0,4.0,1,7.0,2.0,,3.0,Water,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,1,1,0.0,0.0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5341184
Myosotis stricta Link ex Roem. & Schult.,Boraginaceae,vårförgätmigej,221548.0,Resident,Not Red-listed,0.0,0,2.0,4.0,8.0,2.0,5.0,4.0,7.0,3.0,5.0,5.0,3.0,1.0,4.0,8.0,1.0,0c,5.0,4.0,,3.0,Adh,0.0,C3,AM,0.0,0.0,,0,2,0,0,3,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5341190
Myosotis sylvatica Ehrh. ex Hoffm.,Boraginaceae,skogsförgätmigej,221549.0,Resident,Not Red-listed,2.0,9.2,3.0,5.0,11.0,3.0,5.0,5.0,4.0,5.0,6.0,7.0,4.0,1.0,2.0,6.0,3.0,0c,6.0,3.0,,1.0,Adh,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5341175
Myosoton aquaticum (L.) Moench,Caryophyllaceae,sprödarv,221550.0,Resident,Not Red-listed,0.0,0,3.0,3.0,10.0,3.0,5.0,7.0,4.0,7.0,6.0,8.0,5.0,1.0,1.0,6.0,4.0,1,10.0,3.0,2,4.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3085313
Myosurus minimus L.,Ranunculaceae,råttsvans,220831.0,Resident,Not Red-listed,0.0,0,1.0,2.0,8.0,3.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,2.0,6.0,8.0,1.0,0c,4.0,5.0,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,1,0,0,0.0,0,0.0,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3033605
Myrica gale L.,Myricaceae,pors,222859.0,Resident,Not Red-listed,0.0,0,5.0,2.0,8.0,4.0,7.0,4.0,5.0,9.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,0b,5.0,4.0,,1.0,,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,2.0,1,1,0.0,1.0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5414202
Myricaria germanica (L.) Desv.,Tamaricaceae,klådris,1898.0,Resident,NT,0.0,0,1.0,,4.0,7.0,11.0,6.0,7.0,10.0,7.0,4.0,3.0,1.0,2.0,7.0,4.0,,,,,,AirP,,,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3612876
Myriophyllum alterniflorum DC.,Haloragaceae,hårslinga,220832.0,Resident,Not Red-listed,0.0,0,1.0,1.0,4.0,2.0,7.0,5.0,5.0,11.0,4.0,4.0,3.0,1.0,4.0,,4.0,0b,8.0,1.0,,,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5361773
Myriophyllum hippuroides Nutt. ex Torr. & A. Gray,Haloragaceae,hästsvansslinga,259679.0,Resident,Not Red-listed,6.0,18.8,1.0,1.0,,,,7.0,,11.0,,,4.0,1.0,4.0,,4.0,0b,,,,,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5361772
Myriophyllum sibiricum Kom.,Haloragaceae,knoppslinga,223346.0,Resident,Not Red-listed,0.0,0,1.0,1.0,4.0,7.0,11.0,7.0,7.0,11.0,7.0,5.0,3.0,3.0,4.0,4.0,4.0,0b,,,,1.0,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5361764
Myriophyllum spicatum L.,Haloragaceae,axslinga,223347.0,Resident,Not Red-listed,0.0,0,1.0,1.0,9.0,2.0,5.0,4.0,7.0,12.0,8.0,5.0,4.0,2.0,4.0,2.0,4.0,0b,8.0,1.0,4,1.0,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5361760
Myriophyllum verticillatum L.,Haloragaceae,kransslinga,223348.0,Resident,Not Red-listed,0.0,0,1.0,1.0,7.0,2.0,6.0,7.0,6.0,12.0,7.0,8.0,5.0,2.0,4.0,2.0,4.0,0b,10.0,3.0,,,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5361779
Myrrhis odorata (L.) Scop.,Apiaceae,spansk körvel,223349.0,Resident,Not Red-listed,1.0,9.2,2.0,5.0,10.0,4.0,6.0,5.0,5.0,4.0,5.0,7.0,5.0,1.0,3.0,2.0,4.0,2,7.0,2.0,4,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3034681
Najas flexilis (Willd.) Rostk. & W. L. E. Schmidt,Hydrocharitaceae,sjönajas,1077.0,Resident,VU,0.0,0,1.0,1.0,8.0,7.0,9.0,5.0,7.0,11.0,7.0,5.0,3.0,1.0,4.0,,1.0,0b,10.0,3.0,4,3.0,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5329315
Najas marina L.,Hydrocharitaceae,havsnajas,219579.0,Resident,Not Red-listed,0.0,0,1.0,1.0,9.0,7.0,9.0,7.0,7.0,12.0,8.0,6.0,4.0,4.0,4.0,,,0b,,,4,,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5329324
Narcissus × incomparabilis Mill.,Amaryllidaceae,stjärnnarciss,219857.0,Resident,Not Red-listed,6.0,8.8,1.0,5.0,11.0,3.0,5.0,4.0,4.0,6.0,6.0,7.0,4.0,1.0,5.0,3.0,4.0,2a,5.0,4.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,2859255
Narcissus poëticus L.,Amaryllidaceae,pingstlilja,219859.0,Resident,Not Red-listed,2.0,6.8,1.0,5.0,10.0,3.0,5.0,4.0,4.0,7.0,6.0,8.0,5.0,1.0,5.0,3.0,4.0,2a,6.0,3.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2858581
Narcissus pseudonarcissus L.,Amaryllidaceae,påsklilja,219860.0,Resident,Not Red-listed,2.0,8,1.0,5.0,11.0,3.0,5.0,3.0,4.0,6.0,5.0,5.0,4.0,1.0,5.0,3.0,4.0,2a,3.0,6.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2858244
Nardus stricta L.,Poaceae,stagg,219861.0,Resident,Not Red-listed,0.0,0,2.0,1.0,2.0,4.0,10.0,5.0,5.0,6.0,3.0,2.0,2.0,1.0,6.0,3.0,4.0,0b,9.0,2.0,4,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,7.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702717
Narthecium ossifragum (L.) Huds.,Nartheciaceae,myrlilja,222592.0,Resident,Not Red-listed,0.0,0,1.0,1.0,6.0,4.0,8.0,2.0,5.0,8.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,0c,11.0,4.0,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,6.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5602614
Nasturtium × sterile (Airy Shaw) Oefelein,Brassicaceae,vinterfräne,220564.0,Resident,Not Red-listed,0.0,0,1.0,3.0,13.0,1.0,2.0,4.0,7.0,9.0,7.0,8.0,5.0,2.0,4.0,5.0,4.0,0a,,,,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5550943
Nasturtium microphyllum (Boenn. ex Rchb.) Rchb.,Brassicaceae,bäckfräne,1394.0,Resident,CR,0.0,0,1.0,3.0,13.0,1.0,2.0,3.0,7.0,9.0,7.0,8.0,5.0,2.0,4.0,5.0,4.0,1,,,,2.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9184619
Nasturtium officinale W. T. Aiton,Brassicaceae,källfräne,1395.0,Resident,VU,0.0,0,3.0,3.0,13.0,1.0,2.0,4.0,6.0,10.0,7.0,8.0,5.0,2.0,3.0,4.0,4.0,0c,8.0,1.0,2,2.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5708806
Neotinea ustulata (L.) R. M. Bateman et al.,Orchidaceae,krutbrännare,221119.0,Resident,Not Red-listed,0.0,0,1.0,1.0,12.0,3.0,4.0,6.0,7.0,3.0,8.0,3.0,2.0,1.0,7.0,3.0,4.0,,,,,1.0,AirD,0.0,C3,OrkM,0.0,0.0,,0,0,3,0,0,7.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2812375
Neottia cordata (L.) Rich.,Orchidaceae,spindelblomster,221952.0,Resident,Not Red-listed,0.0,0,1.0,4.0,5.0,7.0,11.0,5.0,3.0,6.0,4.0,2.0,3.0,1.0,2.0,3.0,4.0,,,,,,AirD,0.0,C3,OrkM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,2,2816213
Neottia nidus-avis (L.) Rich.,Orchidaceae,nästrot,219862.0,Resident,Not Red-listed,0.0,0,1.0,4.0,8.0,3.0,6.0,3.0,1.0,4.0,7.0,3.0,1.0,1.0,4.0,1.0,4.0,1,8.0,1.0,,,AirD,0.0,C3,OrkM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,4,0,2816176
Neottia ovata (L.) Buff. & Fingerh.,Orchidaceae,tvåblad,219847.0,Resident,Not Red-listed,0.0,0,1.0,4.0,5.0,3.0,8.0,5.0,4.0,5.0,6.0,5.0,3.0,1.0,4.0,4.0,4.0,2,7.0,2.0,,1.0,AirD,0.0,C3,OrkM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,1,1,2816250
Nepeta × faassenii Bergmans ex Stearn,Lamiaceae,kantnepeta,221728.0,Non-resident,Not Red-listed,,,1.0,6.0,11.0,3.0,5.0,7.0,7.0,2.0,7.0,5.0,2.0,2.0,3.0,7.0,4.0,2a,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7350989
Nepeta cataria L.,Lamiaceae,kattmynta,1082.0,Resident,EN,1.0,4,3.0,5.0,11.0,3.0,5.0,6.0,7.0,3.0,7.0,8.0,5.0,2.0,1.0,7.0,3.0,1a,11.0,4.0,2,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5341499
Nepeta grandiflora M. Bieb.,Lamiaceae,blånepeta,221729.0,Resident,Not Red-listed,3.0,8,1.0,6.0,10.0,5.0,7.0,7.0,6.0,4.0,7.0,6.0,3.0,1.0,3.0,7.0,4.0,1a,12.0,5.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5341498
Nepeta racemosa Lam.,Lamiaceae,bergnepeta,221731.0,Non-resident,Not Red-listed,,,1.0,6.0,12.0,3.0,4.0,7.0,7.0,2.0,7.0,5.0,2.0,2.0,3.0,7.0,4.0,2a,6.0,3.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5341497
Nepeta sibirica L.,Lamiaceae,stor drakblomma,221630.0,Non-resident,Not Red-listed,,,1.0,6.0,7.0,6.0,9.0,8.0,7.0,4.0,,7.0,4.0,1.0,2.0,8.0,4.0,,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7540389
Neslia paniculata (L.) Desv.,Brassicaceae,korndådra,1084.0,Resident,EN,1.0,4,2.0,4.0,12.0,2.0,3.0,6.0,6.0,4.0,6.0,5.0,5.0,2.0,1.0,9.0,1.0,0c,9.0,2.0,1,3.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9040863
Nicandra physalodes (L.) Gaertn.,Solanaceae,ballongblomma,220568.0,Resident,Not Red-listed,4.0,10.4,1.0,,11.0,1.0,3.0,5.0,7.0,4.0,7.0,9.0,5.0,2.0,3.0,9.0,1.0,0c,11.0,4.0,1,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5341754
Nigella damascena L.,Ranunculaceae,jungfrun i det gröna,222860.0,Non-resident,Not Red-listed,,,1.0,3.0,14.0,2.0,2.0,5.0,7.0,3.0,7.0,8.0,5.0,1.0,2.0,9.0,1.0,1a,12.0,5.0,2,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5371702
Noccaea caerulescens (J. Presl & C. Presl) F. K. Mey,Brassicaceae,backskärvfrö,220607.0,Resident,Not Red-listed,3.0,11.6,1.0,3.0,3.0,7.0,12.0,7.0,5.0,2.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,1,3.0,6.0,,,Passive,0.0,C3,None,0.0,0.0,,0,2,0,0,2,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3045463
Noccaea perfoliata (L.) F.K.Mey,Brassicaceae,vårskärvfrö,220609.0,Resident,Not Red-listed,1.0,4,1.0,3.0,12.0,2.0,3.0,7.0,5.0,2.0,8.0,3.0,4.0,1.0,3.0,8.0,1.0,0c,4.0,5.0,1,,Passive,0.0,C3,None,0.0,0.0,,0,0,5,0,0,3.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9667885
Nonea lutea (Desr.) DC.,Boraginaceae,gulnonnea,223457.0,Non-resident,Not Red-listed,,,1.0,5.0,13.0,3.0,4.0,6.0,7.0,2.0,7.0,7.0,5.0,2.0,2.0,8.0,1.0,,4.0,5.0,2,,Myr,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2926042
Nonea pulla DC.,Boraginaceae,svartnonnea,221551.0,Resident,Not Red-listed,5.0,8,1.0,5.0,11.0,5.0,7.0,8.0,7.0,3.0,8.0,8.0,4.0,2.0,2.0,9.0,1.0,2a,,,,1.0,Myr,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7294644
Nonea versicolor (Steven) Sweet,Boraginaceae,nonnea,1094.0,Resident,Not Red-listed,3.0,6.5,1.0,5.0,9.0,4.0,7.0,6.0,7.0,3.0,7.0,7.0,5.0,2.0,2.0,9.0,1.0,,10.0,3.0,3,,Myr,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4060258
Nuphar advena (Aiton) W. T. Aiton,Nymphaeaceae,sextalig näckros,6012036.0,Resident,Not Red-listed,8.0,15,1.0,4.0,,,,,,12.0,,,5.0,1.0,4.0,,4.0,2,,,,,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6434985
Nuphar lutea (L.) Sm.,Nymphaeaceae,gul näckros,221553.0,Resident,Not Red-listed,0.0,0,2.0,4.0,6.0,3.0,7.0,6.0,6.0,12.0,6.0,6.0,5.0,2.0,4.0,,4.0,2,8.0,1.0,4,1.0,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7551339
Nuphar pumila (Timm) DC.,Nymphaeaceae,dvärgnäckros,222108.0,Resident,Not Red-listed,0.0,0,1.0,4.0,4.0,8.0,12.0,5.0,6.0,12.0,6.0,6.0,5.0,1.0,4.0,,4.0,2,,,,1.0,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6435002
Nymphaea × marliacea Lat.-Marl.,Nymphaeaceae,parknäckros,6012037.0,Non-resident,Not Red-listed,,,1.0,4.0,,,,,7.0,12.0,,,4.0,1.0,4.0,,4.0,0c,10.0,3.0,,,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7802465
Nymphaea × thiona D. B. Ward,Nymphaeaceae,svavelnäckros,6012038.0,Resident,Not Red-listed,8.0,13.1,1.0,4.0,,,,,,12.0,,,4.0,1.0,4.0,,4.0,0c,,,,,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2882439
Nymphaea alba L.,Nymphaeaceae,vit näckros,221733.0,Resident,Not Red-listed,0.0,0,2.0,4.0,6.0,3.0,7.0,5.0,6.0,12.0,4.0,5.0,4.0,1.0,4.0,,4.0,2,8.0,1.0,3,1.0,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2882437
Nymphoides peltata (S. G. Gmel.) Kuntze,Menyanthaceae,sjögull,222110.0,Resident,Not Red-listed,4.0,14.2,1.0,4.0,11.0,4.0,6.0,5.0,7.0,12.0,6.0,7.0,4.0,1.0,4.0,,4.0,1,10.0,3.0,4,2.0,Water,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8810827
Odontites litoralis (Fr.) Fr.,Orobanchaceae,strandrödtoppa,221734.0,Resident,Not Red-listed,0.0,0,1.0,3.0,9.0,7.0,9.0,7.0,7.0,7.0,8.0,4.0,3.0,4.0,4.0,8.0,1.0,1a,8.0,1.0,,,Passive,0.0,C3,None,0.0,1.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7911410
Odontites vernus (Bellardi) Dumort.,Orobanchaceae,åkerrödtoppa,221735.0,Resident,NT,0.0,0,2.0,3.0,10.0,3.0,5.0,5.0,7.0,5.0,6.0,5.0,4.0,2.0,3.0,8.0,1.0,1a,11.0,4.0,4,3.0,Passive,0.0,C3,None,0.0,1.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,3,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8971475
