Scientific name,Family,Svenskt namn,Dyntaxa ID number,Establishment,Red-listed,Time of immigration,Index of invasive concern,Biodiversity relevance,Nectar production,Heat requirement,Cold requirement,Temp. optimum,Continentality,Light,Moisture,Soil reaction (pH),Nitrogen (N),Phosphorus (P),Salinity,Grazing/mowing,Soil disturbance,Longevity,Pollinator dependence,Phenology,Extreme phenology,Seed dormancy,Seed bank,Seed disperser,Nitrogen fixation,Photosynthetic pathway,Mycorrhiza,Carnivory,Parasitism,Unnamed: 34,1 Siliceous rock,2 Ultrabasic rock,3 Calcareous rock,4 Dry heath,5. Dry meadow,6 Steppic meadow,7 Sand steppe,8 Moist heath,9 Moist meadow,10 Moist calcareous meadow,11 Raised bog,12 Poor/acidic fen,13 Intermediate-rich fen,14 Rich/calcareous fen,15 Tall herb/sedge/reed meadow,16 Oligotrophic water & shores,17 Mesotrophic water & shores,18 Eutrophic water & shores,19 sandy/stony/rocky sea shores,20 Sea shore meadows,21 Base-poor wasteland,22 Base-rich wasteland,23. Arable land,24 Gravelly ground,25 Ruderal,"26 Hedgerows, thickets, wood-margins and groves",27 Heath-type deciduous forest,28 Intermediate deciduous forest,29 Herb-rich deciduous forest,30 Alnus glutinosa swamp,31 Fraxinus/Ulmus/Alnus incana swamp,32 Pinus/Betula swamp,33 Picea swamp,34 Heath-type coniferous forest,35 Vaccinium-type coniferous forest,36 Herb-rich coniferous forest,37 Cacareous conifer forest,38 Subalpine Betula forest
Hyoscyamus niger L.,Solanaceae,bolmört,223438.0,Resident,NT,1.0,4,2.0,4.0,10.0,2.0,4.0,7.0,7.0,4.0,7.0,9.0,5.0,2.0,5.0,8.0,1.0,1a,8.0,1.0,2,4.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum hirsutum L.,Hypericaceae,luden johannesört,835.0,Resident,Not Red-listed,0.0,0,3.0,2.0,11.0,3.0,5.0,3.0,5.0,3.0,7.0,6.0,3.0,1.0,2.0,5.0,4.0,1,8.0,1.0,3,2.0,AirD,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0
Hypericum humifusum L.,Hypericaceae,dvärgjohannesört,836.0,Resident,EN,0.0,0,3.0,1.0,12.0,4.0,5.0,3.0,5.0,4.0,3.0,2.0,2.0,1.0,5.0,7.0,3.0,0c,12.0,5.0,,4.0,AirD,0.0,C3,AM,0.0,0.0,,0,0,0,5,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum maculatum Crantz,Hypericaceae,fyrkantig johannesört,221977.0,Resident,Not Red-listed,0.0,0,3.0,2.0,5.0,4.0,9.0,5.0,5.0,3.0,3.0,5.0,3.0,1.0,4.0,5.0,4.0,1,10.0,3.0,,3.0,AirD,0.0,C3,AM,0.0,0.0,,0,0,0,0,1,0.0,0,2.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum montanum L.,Hypericaceae,bergjohannesört,221978.0,Resident,NT,0.0,0,3.0,2.0,11.0,2.0,4.0,4.0,5.0,1.0,6.0,3.0,3.0,1.0,2.0,,4.0,1,9.0,2.0,3,3.0,AirD,0.0,C3,AM,0.0,0.0,,0,5,1,0,3,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hypericum perforatum L.,Hypericaceae,äkta johannesört,221980.0,Resident,Not Red-listed,0.0,0,4.0,2.0,9.0,2.0,5.0,5.0,6.0,2.0,5.0,4.0,2.0,1.0,4.0,5.0,4.0,1,9.0,2.0,2,4.0,AirD,0.0,C3,AM,0.0,0.0,,0,1,1,1,3,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum pulchrum L.,Hypericaceae,hedjohannesört,837.0,Resident,VU,0.0,0,3.0,2.0,11.0,4.0,6.0,1.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,6.0,3.0,1,9.0,2.0,3,4.0,AirD,0.0,C3,AM,0.0,0.0,,3,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Hypericum tetrapterum Fr.,Hypericaceae,kärrjohannesört,1887.0,Resident,NT,0.0,0,3.0,2.0,13.0,2.0,3.0,3.0,5.0,7.0,6.0,6.0,3.0,1.0,3.0,5.0,4.0,1,10.0,3.0,,3.0,AirD,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,3,0.0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypochaeris glabra L.,Asteraceae,åkerfibbla,853.0,Resident,VU,0.0,0,3.0,3.0,11.0,2.0,4.0,2.0,7.0,4.0,3.0,3.0,3.0,1.0,2.0,9.0,1.0,2,10.0,3.0,1,2.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypochaeris maculata L.,Asteraceae,slåtterfibbla,220204.0,Resident,NT,0.0,0,2.0,5.0,5.0,5.0,10.0,7.0,6.0,3.0,6.0,2.0,2.0,1.0,6.0,5.0,4.0,2,8.0,1.0,2,1.0,AirP,0.0,C3,AM,0.0,0.0,,0,1,2,0,2,3.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Hypochaeris radicata L.,Asteraceae,rotfibbla,220205.0,Resident,Not Red-listed,0.0,0,4.0,4.0,10.0,2.0,4.0,2.0,6.0,2.0,3.0,4.0,3.0,1.0,5.0,6.0,4.0,2,8.0,1.0,2,2.0,AirP,0.0,C3,AM,0.0,0.0,,1,1,0,2,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyssopus officinalis L.,Lamiaceae,isop,220206.0,Resident,Not Red-listed,1.0,8,2.0,6.0,13.0,2.0,3.0,6.0,6.0,2.0,6.0,5.0,3.0,1.0,3.0,6.0,4.0,2a,9.0,2.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Iberis amara L.,Brassicaceae,blomsteriberis,220527.0,Resident,Not Red-listed,4.0,10,2.0,3.0,13.0,2.0,3.0,4.0,7.0,3.0,7.0,6.0,5.0,2.0,1.0,9.0,1.0,2,,,2,,Passive,0.0,C3,None,0.0,0.0,,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Iberis umbellata L.,Brassicaceae,roseniberis,220530.0,Non-resident,Not Red-listed,,,2.0,3.0,12.0,2.0,3.0,5.0,7.0,4.0,6.0,7.0,5.0,2.0,1.0,9.0,1.0,2,,,,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilex aquifolium L.,Aquifoliaceae,järnek,872.0,Resident,CR,0.0,0,2.0,5.0,10.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,1.0,4.0,3.0,4.0,2,6.0,3.0,,1.0,Bird,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,0
Illecebrum verticillatum L.,Caryophyllaceae,glimmerört,873.0,Resident,Not Red-listed,4.0,8.6,1.0,,11.0,2.0,4.0,3.0,7.0,6.0,3.0,3.0,3.0,1.0,4.0,8.0,1.0,0c,10.0,3.0,2,,Passive,0.0,,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impatiens glandulifera Royle,Balsaminaceae,jättebalsamin,221100.0,Resident,Not Red-listed,5.0,21.5,2.0,6.0,8.0,3.0,6.0,6.0,5.0,7.0,6.0,8.0,5.0,1.0,1.0,2.0,1.0,2a,10.0,3.0,3,1.0,Expl,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,2,0,0,4,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Impatiens noli-tangere L.,Balsaminaceae,springkorn,221101.0,Resident,Not Red-listed,0.0,0,3.0,6.0,9.0,4.0,7.0,5.0,2.0,6.0,7.0,7.0,5.0,1.0,1.0,4.0,1.0,1a,10.0,3.0,2,2.0,Expl,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,2,0,0
Impatiens parviflora DC.,Balsaminaceae,blekbalsamin,221102.0,Resident,Not Red-listed,4.0,18.4,2.0,5.0,10.0,6.0,8.0,7.0,3.0,5.0,6.0,8.0,5.0,2.0,1.0,2.0,1.0,0c,8.0,1.0,4,1.0,Expl,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,3,0,0,0,0,0,0,1,0,0
Inula britannica L.,Asteraceae,luddkrissla,221104.0,Resident,Not Red-listed,0.0,0,3.0,6.0,10.0,3.0,5.0,7.0,7.0,6.0,8.0,5.0,3.0,3.0,5.0,7.0,2.0,2,11.0,4.0,2,2.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,4,0.0,0.0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Inula conyzae (Griess.) DC.,Asteraceae,brunkrissla,220207.0,Resident,EN,0.0,0,4.0,5.0,13.0,3.0,4.0,4.0,7.0,3.0,7.0,5.0,2.0,2.0,2.0,7.0,2.0,2,12.0,5.0,3,3.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,3.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inula ensifolia L.,Asteraceae,svärdkrissla,886.0,Resident,NT,0.0,0,3.0,6.0,13.0,4.0,5.0,8.0,6.0,5.0,8.0,2.0,1.0,2.0,2.0,4.0,4.0,2,10.0,3.0,2,2.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,4,0,0,0.0,0,0.0,0,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inula helenium L.,Asteraceae,ålandsrot,220209.0,Resident,Not Red-listed,1.0,4,3.0,6.0,9.0,3.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,2.0,2.0,4.0,4.0,2,10.0,3.0,2,,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Inula racemosa Hook. f.,Asteraceae,fackelkrissla,261632.0,Non-resident,Not Red-listed,,,1.0,6.0,11.0,6.0,7.0,8.0,7.0,5.0,7.0,7.0,5.0,2.0,2.0,4.0,4.0,2,10.0,3.0,2,,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Inula salicina L.,Asteraceae,krissla,220210.0,Resident,Not Red-listed,0.0,0,3.0,6.0,9.0,3.0,6.0,7.0,6.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,4.0,2,10.0,3.0,,2.0,AirP,0.0,C3,AM,0.0,0.0,,0,2,2,0,0,3.0,0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris × sambucina L.,Iridaceae,fläderiris,266071.0,Non-resident,Not Red-listed,,,3.0,4.0,11.0,4.0,6.0,6.0,6.0,2.0,7.0,6.0,3.0,1.0,1.0,3.0,4.0,2a,8.0,1.0,,,Veg,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris aphylla L.,Iridaceae,skomakariris,223443.0,Non-resident,Not Red-listed,,,3.0,4.0,9.0,5.0,8.0,8.0,6.0,4.0,6.0,5.0,3.0,1.0,1.0,4.0,4.0,2a,6.0,3.0,,,Veg,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris germanica L.,Iridaceae,trädgårdsiris,219832.0,Resident,Not Red-listed,3.0,10,3.0,4.0,10.0,2.0,4.0,6.0,6.0,2.0,7.0,6.0,3.0,1.0,1.0,3.0,4.0,2a,7.0,2.0,,,Veg,0.0,C3,AM,0.0,0.0,,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris graminea L.,Iridaceae,gräsiris,264994.0,Non-resident,Not Red-listed,,,3.0,4.0,10.0,3.0,5.0,6.0,4.0,6.0,7.0,5.0,2.0,1.0,1.0,,4.0,,7.0,2.0,3,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris orientalis Mill.,Iridaceae,gullbandsiris,219834.0,Non-resident,Not Red-listed,,,3.0,4.0,13.0,3.0,4.0,7.0,7.0,7.0,7.0,,3.0,2.0,1.0,,4.0,2a,,,3,,Water,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris pallida Lam.,Iridaceae,silveriris,219835.0,Non-resident,Not Red-listed,,,3.0,4.0,11.0,2.0,4.0,7.0,6.0,2.0,7.0,6.0,3.0,1.0,1.0,3.0,4.0,2,7.0,2.0,,,Veg,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris pseudacorus L.,Iridaceae,svärdslilja,219836.0,Resident,Not Red-listed,0.0,0,4.0,4.0,8.0,2.0,5.0,4.0,4.0,10.0,5.0,5.0,3.0,1.0,2.0,2.0,4.0,2a,7.0,2.0,4,1.0,Water,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Iris sanguinea Donn,Iridaceae,violiris,264314.0,Non-resident,Not Red-listed,,,2.0,4.0,9.0,4.0,7.0,4.0,6.0,6.0,5.0,5.0,3.0,1.0,1.0,1.0,4.0,2a,8.0,1.0,,,Water,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,1,0,0.0,0.0,0,0,0,0,2,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris setosa Pall. ex Link,Iridaceae,tuviris,219838.0,Non-resident,Not Red-listed,,,2.0,4.0,6.0,9.0,11.0,7.0,7.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,,7.0,2.0,3,,Water,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris sibirica L.,Iridaceae,strandiris,219839.0,Non-resident,Not Red-listed,,,3.0,4.0,9.0,6.0,8.0,6.0,6.0,7.0,5.0,5.0,3.0,1.0,1.0,1.0,4.0,2a,7.0,2.0,,1.0,Water,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,1,0,0.0,0.0,0,0,0,0,2,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris spuria L.,Iridaceae,dansk iris,888.0,Resident,VU,0.0,0,3.0,4.0,13.0,2.0,3.0,5.0,7.0,9.0,8.0,4.0,4.0,4.0,2.0,,4.0,2a,8.0,1.0,4,1.0,Water,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris variegata L.,Iridaceae,skäggiris,259730.0,Non-resident,Not Red-listed,,,3.0,4.0,11.0,5.0,7.0,6.0,6.0,2.0,7.0,6.0,3.0,1.0,1.0,3.0,4.0,2a,7.0,2.0,,,Veg,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris versicolor L.,Iridaceae,brokiris,219841.0,Resident,Not Red-listed,6.0,20.4,3.0,4.0,8.0,3.0,6.0,6.0,6.0,9.0,5.0,6.0,3.0,1.0,1.0,3.0,4.0,1,9.0,2.0,4,,Water,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Isatis tinctoria L.,Brassicaceae,vejde,219842.0,Resident,Not Red-listed,1.0,4,4.0,4.0,9.0,2.0,5.0,6.0,6.0,5.0,7.0,7.0,5.0,3.0,3.0,8.0,2.0,2,7.0,2.0,2,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Isoëtes echinospora Durieu,Isoëtaceae,vekt braxengräs,220532.0,Resident,Not Red-listed,0.0,0,1.0,1.0,4.0,8.0,12.0,5.0,7.0,11.0,4.0,3.0,3.0,2.0,4.0,,4.0,0b,10.0,3.0,,,Water,0.0,CAM,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isoëtes lacustris L.,Isoëtaceae,styvt braxengräs,221590.0,Resident,Not Red-listed,0.0,0,1.0,1.0,3.0,8.0,12.0,5.0,7.0,12.0,3.0,1.0,2.0,2.0,4.0,,4.0,0b,10.0,3.0,,,Water,0.0,CAM,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isolepis fluitans (L.) R. Br.,Cyperaceae,flytsäv,1463.0,Resident,NT,0.0,0,1.0,1.0,11.0,1.0,3.0,2.0,7.0,11.0,3.0,2.0,3.0,1.0,4.0,,4.0,0b,10.0,3.0,,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isolepis setacea (L.) R. Br.,Cyperaceae,borstsäv,1465.0,Resident,EN,0.0,0,1.0,1.0,11.0,1.0,3.0,3.0,5.0,7.0,5.0,4.0,3.0,1.0,7.0,8.0,3.0,0b,10.0,3.0,,3.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,1.0,2,0,0.0,0.0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isopyrum thalictroides L.,Ranunculaceae,vitsippsruta,235037.0,Resident,Not Red-listed,6.0,8.8,2.0,2.0,12.0,3.0,4.0,7.0,4.0,5.0,,,3.0,1.0,4.0,,4.0,,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Jacobaea aquatica (Hill) G. Gaertn. et al.,Asteraceae,vattenstånds,1935.0,Resident,VU,0.0,0,4.0,6.0,10.0,3.0,5.0,2.0,,,,5.0,3.0,1.0,5.0,,2.0,1,13.0,6.0,2,2.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,4,3,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacobaea cannabifolia (Less.) E. Wiebe,Asteraceae,hampstånds,220301.0,Resident,Not Red-listed,6.0,17.6,1.0,6.0,9.0,5.0,8.0,6.0,4.0,6.0,,6.0,3.0,1.0,2.0,,4.0,,,,,,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0
Jacobaea erucifolia (L.) G. Gaertn. et al.,Asteraceae,flikstånds,1487.0,Resident,EN,0.0,0,4.0,5.0,12.0,3.0,4.0,4.0,7.0,4.0,7.0,5.0,2.0,1.0,6.0,7.0,3.0,1,12.0,5.0,2,2.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacobaea paludosa (L.) G. Gaertn. et al.,Asteraceae,gullstånds,1490.0,Resident,VU,0.0,0,4.0,6.0,12.0,4.0,5.0,6.0,6.0,9.0,7.0,7.0,5.0,1.0,3.0,5.0,4.0,2ab,11.0,4.0,2,1.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacobaea vulgaris Gaertn.,Asteraceae,stånds,220307.0,Resident,Not Red-listed,0.0,0,5.0,7.0,9.0,2.0,5.0,4.0,6.0,3.0,6.0,4.0,4.0,1.0,6.0,7.0,3.0,1,9.0,2.0,2,3.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,1,0,2,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasione montana L.,Campanulaceae,blåmunkar,223444.0,Resident,Not Red-listed,0.0,0,2.0,4.0,10.0,2.0,4.0,5.0,7.0,1.0,3.0,3.0,3.0,1.0,3.0,8.0,1.0,2,7.0,2.0,,1.0,Passive,0.0,C3,AM,0.0,0.0,,2,0,0,3,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juglans cinerea L.,Juglandaceae,grå valnöt,232956.0,Non-resident,Not Red-listed,,,1.0,2.0,11.0,4.0,6.0,7.0,5.0,4.0,7.0,7.0,3.0,1.0,2.0,5.0,4.0,0b,,,4,,Bird,0.0,C3,,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
Juglans mandshurica Maxim.,Juglandaceae,manchurisk valnöt,259669.0,Non-resident,Not Red-listed,,,1.0,2.0,10.0,4.0,6.0,6.0,5.0,4.0,7.0,7.0,3.0,1.0,2.0,5.0,4.0,0b,,,4,,Bird,0.0,C3,,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
Juglans regia L.,Juglandaceae,valnöt,223345.0,Resident,Not Red-listed,6.0,11,4.0,2.0,12.0,2.0,3.0,5.0,5.0,4.0,7.0,7.0,3.0,1.0,2.0,5.0,4.0,0b,,,4,,Bird,0.0,C3,,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
Juncus alpinoarticulatus ssp. alpinoarticul.,Juncaceae,torvtåg,224771.0,Resident,Not Red-listed,0.0,0,3.0,1.0,10.0,6.0,8.0,7.0,6.0,8.0,7.0,2.0,2.0,1.0,5.0,4.0,4.0,0b,10.0,3.0,,3.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,4,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus alpinoarticulatus ssp. rariflorus,Juncaceae,myrtåg,222521.0,Resident,Not Red-listed,0.0,0,3.0,1.0,4.0,6.0,11.0,5.0,6.0,8.0,4.0,2.0,3.0,2.0,5.0,5.0,4.0,0b,10.0,3.0,,3.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,1.0,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus anceps Laharpe,Juncaceae,svarttåg,892.0,Resident,CR,0.0,0,3.0,1.0,13.0,2.0,3.0,3.0,,,,3.0,3.0,2.0,5.0,,4.0,0b,,,,3.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,5,0.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus arcticus Willd.,Juncaceae,fjälltåg,224777.0,Resident,Not Red-listed,0.0,0,2.0,1.0,3.0,16.0,16.0,,7.0,7.0,7.0,5.0,3.0,2.0,,5.0,4.0,0b,,,,1.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,5,0,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus articulatus L.,Juncaceae,ryltåg,222524.0,Resident,Not Red-listed,0.0,0,4.0,1.0,8.0,2.0,5.0,4.0,6.0,9.0,5.0,3.0,3.0,2.0,5.0,6.0,4.0,0b,10.0,3.0,4,4.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,1.0,1,1,0.0,1.0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
